FiscalYearEnds,DateOfStatement,Currency,Range,Cashnequivalent,CurrAsset,FixedAsset,TotalAsset,CurrliAbilities,LongtermDebt,MinInterest,TotalLiab,Paidupcap,TotEquity,TotSales,GrossProfit,OperateProfit,NetIncome,CashPptAct,CashInvAct,CashFinAct,Eps,BookValue,Der,Roa,Roe,Npm,Opm,SalesPct,NetIncomePct,TotAssetPct,TotalLiabilitiesPct,Id,DateCreated,DateModified,IsUpdateDate,IdField 
December,2016-06-30,IDR,1.0,50103460604.0,426107983883.0,292736811345.0,718844795228.0,149150821057.0,34077934680.0,0.0,183228755737.0,600000000.0,535616039491.0,400825298122.0,221930198703.0,26785505462.0,11060918966.0,0.0,-36597721860.0,-36597721860.0,47.0746,995.49,0.34,0.0205,0.0275,0.03,0.07,18.29,12.07,10.36,12.86,333,2016-03-24T16:05:45.956109,2016-10-01T00:03:57.17464,True,348
December,2016-06-30,IDR,1.0,127934000000.0,1301579000000.0,1931063000000.0,3232642000000.0,1647881000000.0,849056000000.0,0.0,2496937000000.0,2882353000.0,735705000000.0,7171904000000.0,1788303000000.0,325928000000.0,140511000000.0,0.0,-376905000000.0,-376905000000.0,22.082,251.29,3.39,0.0435,0.191,0.02,0.05,19.94,42.14,19.0,19.3,334,2016-03-24T16:05:46.122125,2016-10-01T00:03:57.23714,True,349
December,2016-06-30,IDR,1.0,2253174885779.0,2471557306349.0,1082450940839.0,3554008247188.0,204145097853.0,161406002549.0,0.0,365551100402.0,14550736000.0,3188457146786.0,1601983872566.0,728938653478.0,477698851507.0,439346862468.0,0.0,-172040717491.0,-172040717491.0,51.1683,227.2,0.11,0.1648,0.1837,0.27,0.3,12.65,16.8,2.84,-28.29,335,2016-03-24T16:05:46.267632,2016-10-01T00:03:57.315265,True,350
December,2016-06-30,IDR,1.0,11496519525.0,196312486547.0,249702704597.0,446015191144.0,71227110011.0,89730615528.0,0.0,160957725539.0,3961452039.0,285057465606.0,97860767202.0,17830693292.0,3089215687.0,-24342995709.0,0.0,743954000.0,743954000.0,0.4478,73.64,0.56,-0.0728,-0.1139,-0.25,0.03,-22.39,476.97,-14.38,-14.67,336,2016-03-24T16:05:46.423882,2016-10-01T00:03:57.409015,True,351
December,2016-06-30,IDR,1.0,66079573405.0,186378231702.0,231443595061.0,417821826763.0,100699644437.0,34451487528.0,0.0,135151131965.0,1283228000.0,282670694798.0,112338525661.0,1380767550.0,-19734676224.0,12469486535.0,0.0,-29027918957.0,-29027918957.0,-21.5312,75.66,0.48,0.0398,0.0588,0.11,-0.18,-659.75,21.4,-57.34,29.36,337,2016-03-24T16:05:46.591851,2016-10-01T00:03:57.471515,True,352
December,2016-06-30,IDR,1.0,112580717.0,111317033832.0,9167518839.0,120484552671.0,27972598227.0,1910233169.0,0.0,29882831396.0,800000000.0,90601721275.0,485015572494.0,24810234143.0,13895125302.0,7475571073.0,0.0,-663168714.0,-663168714.0,9.1056,130.72,0.33,0.0827,0.11,0.02,0.03,100.0,100.0,100.0,100.0,338,2016-03-24T16:05:46.75982,2016-10-01T00:03:57.54964,True,826
December,2016-06-30,IDR,1.0,1613081042322.0,1870983742118.0,3819020516551.0,5690004258669.0,2704071652822.0,586371015093.0,0.0,3290442667915.0,948194000.0,2399561590754.0,949078849291.0,546293896744.0,555563235842.0,449878340886.0,0.0,-185765630711.0,-185765630711.0,1.0,3.0,1.37,0.1054,0.25,0.47,0.59,54.92,52.15,13.15,-2.61,339,2016-03-24T16:05:46.919,2016-10-01T00:03:57.627765,True,354
December,2016-03-31,IDR,1.0,154841000000.0,777694000000.0,1372412000000.0,2150106000000.0,1425811000000.0,107790000000.0,0.0,1533601000000.0,2107000000.0,616505000000.0,1706019000000.0,909763000000.0,478170000000.0,353474000000.0,0.0,-9638000000.0,-9638000000.0,464.186,479.92,2.49,0.2192,0.7645,0.21,0.28,29.53,56.1,19.88,10.2,340,2016-03-24T16:05:47.085992,2016-10-01T00:03:57.70589,True,355
December,2016-06-30,IDR,1.0,85724918000.0,1476224257000.0,5486914792000.0,6963139049000.0,1737487106000.0,4153147115000.0,0.0,5890634221000.0,1323000000.0,1072504828000.0,4209481277000.0,664254697000.0,-280876806000.0,-247700609000.0,0.0,-64348765000.0,-64348765000.0,108.5096,897.13,5.49,-0.0474,-0.3079,-0.06,-0.07,3.81,155.89,0.72,2.44,341,2016-03-24T16:05:47.257867,2016-10-01T00:03:57.79964,True,356
December,2016-03-31,IDR,1.0,1726552000000.0,10983377000000.0,12034860000000.0,23018237000000.0,8604196000000.0,5108431000000.0,0.0,13712627000000.0,10064747323.0,9305610000000.0,13337973000000.0,2581443000000.0,-611887000000.0,-849908000000.0,0.0,-64444000000.0,-64444000000.0,-49.5408,857.69,1.47,-0.0492,-0.1218,-0.06,-0.05,-4.87,-104.16,-3.77,5.35,342,2016-03-24T16:05:47.429742,2016-10-01T00:03:57.877765,True,358
December,2016-06-30,IDR,1.0,537885059000.0,1244926775000.0,438263747000.0,1683190522000.0,870198227000.0,108586875000.0,0.0,978785102000.0,1875000000.0,704405420000.0,2140902242000.0,234151522000.0,120074554000.0,99174841000.0,0.0,-20102127000.0,-20102127000.0,106.6988,420.48,1.39,0.0589,0.1408,0.05,0.06,-15.83,53.11,-0.39,-16.3,343,2016-03-24T16:05:47.601617,2016-10-01T00:03:57.971515,True,359
December,2016-06-30,IDR,1.0,382973218132.0,518848867790.0,2685471752719.0,3204320620509.0,175468928170.0,477824658578.0,0.0,653293586748.0,5714285000.0,2551027033761.0,163491578898.0,147432006584.0,121677626475.0,114414632848.0,0.0,-138554052700.0,-138554052700.0,14.7149,453.81,0.26,0.0357,0.0449,0.7,0.74,10.94,79.81,2.23,-12.61,344,2016-03-24T16:05:47.757867,2016-10-01T00:03:58.04964,True,360
December,2016-06-30,IDR,1.0,606788000000.0,8257479000000.0,6196359000000.0,14453838000000.0,1274943000000.0,4060122000000.0,0.0,5335065000000.0,5700000000.0,9118773000000.0,5030962000000.0,2862736000000.0,1233488000000.0,649447000000.0,0.0,-178016000000.0,-178016000000.0,140.3911,687.7,0.59,0.0599,0.095,0.13,0.25,6.64,30.51,5.03,3.73,345,2016-03-24T16:05:47.914117,2016-10-01T00:03:58.127765,True,361
December,2016-06-30,IDR,1.0,1483587000000.0,6454415000000.0,8025988000000.0,14480403000000.0,4048546000000.0,5091610000000.0,0.0,9140156000000.0,4462963276.0,5340247000000.0,16639689000000.0,2298525000000.0,712716000000.0,284946000000.0,0.0,-406292000000.0,-406292000000.0,80.6581,1.0,1.71,0.0197,0.0534,0.02,0.04,7.9,-29.32,4.87,4.86,346,2016-03-24T16:05:48.099664,2016-10-01T00:03:58.20589,True,362
December,2016-06-30,IDR,1.0,180211000000.0,4031162000000.0,2199550000000.0,6230712000000.0,3078521000000.0,278341000000.0,0.0,3356862000000.0,5377962800.0,2873850000000.0,10447959000000.0,1800826000000.0,325531000000.0,245669000000.0,0.0,-377255000000.0,-377255000000.0,-7.7133,486.28,1.17,0.0526,0.114,0.02,0.03,2.09,946.14,6.87,14.94,347,2016-03-24T16:05:48.26275,2016-10-01T00:03:58.29964,True,363
December,2016-06-30,IDR,1.0,35196051688.0,377923335646.0,111512033490.0,489435369136.0,93320334241.0,11147848774.0,0.0,104468183015.0,428000000.0,384967186121.0,319691913221.0,179791376600.0,8862001128.0,5229617174.0,0.0,-1501076592.0,-1501076592.0,2.2899,882.65,0.27,0.0142,0.0181,0.02,0.03,-25.11,-838.94,-1.68,2.61,348,2016-03-24T16:05:48.451226,2016-10-01T00:03:58.39339,True,364
December,2016-06-30,IDR,1.0,47196091362.0,1285593304539.0,44148966278.0,1329742270817.0,761625388316.0,0.0,0.0,761625388316.0,388343761.0,568116882501.0,547499638674.0,114494524256.0,87652974757.0,76178796132.0,0.0,-105991863103.0,-105991863103.0,360.5234,1.0,1.34,0.0764,0.1788,0.14,0.16,20.9,29.79,17.76,15.71,349,2016-03-24T16:05:48.629937,2016-10-01T00:03:58.48714,True,365
December,2016-06-30,IDR,1.0,74600000000.0,1271727000000.0,4993164000000.0,6264891000000.0,1707836000000.0,47497000000.0,0.0,3586138000000.0,7063886000.0,970916000000.0,2414118000000.0,147074000000.0,-827572000000.0,-620025000000.0,0.0,-72753000000.0,-72753000000.0,24.715,264.25,3.69,-0.132,-0.8515,-0.26,-0.34,-3.54,436.57,5.61,-4.51,350,2016-03-24T16:05:48.823296,2016-10-01T00:03:58.596515,True,366
December,2016-06-30,IDR,1.0,384384608641.0,3143501745468.0,402657671959.0,3546159417427.0,1935499671179.0,193623327235.0,0.0,2129122998414.0,2310169758.0,1417036419013.0,6807201088498.0,462607179970.0,257246282135.0,188670992466.0,0.0,-7285000000.0,-7285000000.0,70.6017,710.06,1.5,0.0709,0.1775,0.03,0.04,5.96,-63.97,20.75,21.55,351,2016-03-24T16:05:48.989312,2016-10-01T00:03:58.67464,True,367
December,2015-09-30,IDR,1.0,89368723.0,1288266459649.0,618530384240.0,1906796843889.0,481216326387.0,0.0,0.0,481216326387.0,31842082852.0,1425580517502.0,46040272204.0,0.0,-48085704149.0,-52803156082.0,0.0,986117305909.0,986117305909.0,-2.211,44.77,0.34,-0.0369,-0.0494,-1.15,-1.04,-134.85,215.68,-145.1,-234.05,352,2016-03-24T16:05:49.178765,2016-10-01T00:03:58.83089,True,368
December,2016-06-30,IDR,1.0,190858992000.0,1885094083000.0,1540171753000.0,3425265836000.0,784526261000.0,492092119000.0,0.0,1276618380000.0,7655126330.0,2148647456000.0,750432254000.0,448037903000.0,199842032000.0,158765127000.0,0.0,-93982639000.0,-93982639000.0,34.0354,302.54,0.59,0.0618,0.0985,0.21,0.27,0.98,3.06,11.22,15.96,353,2016-03-24T16:05:49.360406,2016-10-01T00:03:58.940265,True,369
December,2016-06-30,IDR,1.0,1.2630174739e+16,1.14150676125e+17,4.4219943783e+16,1.58370619908e+17,8.3801022876e+16,2602313534000000.0,0.0,8.640333641e+16,6e+16,7.1967283498e+16,2.05031788279e+17,3.131511752e+16,1.5399542288e+16,1.5385342716e+16,0.0,-2416392220.0,-2416392220.0,25.4058,157.32,1.2,0.1665,0.3665,0.08,0.08,100.0,100.0,100.0,100.0,354,2016-03-24T16:05:49.531304,2016-10-01T00:03:59.04964,True,928
December,2016-06-30,IDR,1.0,32318442130.0,68023829404.0,19633228144.0,87657057548.0,2974526830.0,6809426462.0,0.0,9783953292.0,232848000.0,77873104256.0,17890421904.0,2736148100.0,-3790248257.0,-3602028096.0,0.0,-291261037.0,-291261037.0,-16.475,322.81,0.13,-0.0548,-0.0617,-0.2,-0.21,100.0,100.0,100.0,100.0,355,2016-03-24T16:05:49.718804,2016-10-01T00:03:59.14339,True,370
December,2016-06-30,USD,13795.0,30215098.0,85330794.0,75901915.0,161232709.0,36628689.0,31256434.0,0.0,67885123.0,2206312500.0,93347586.0,226332334.0,42270842.0,33487910.0,24685343.0,0.0,1293073.0,1293073.0,144.8057,591.03,0.73,0.1531,0.2644,0.11,0.15,-13.48,20.02,-1.96,-44.69,356,2016-03-24T16:05:49.861382,2016-10-01T00:03:59.23714,True,371
December,2016-06-30,IDR,1.0,1877905447160.0,7234239900718.0,3873091288116.0,11107331188834.0,3289841699597.0,2976271326807.0,0.0,6266113026404.0,894347989.0,4841218162430.0,10690654067394.0,3057895421406.0,1246738243141.0,869322972604.0,0.0,-358199996543.0,-358199996543.0,1.0,6.0,1.29,0.1044,0.2394,0.08,0.12,18.72,-0.4,12.51,6.79,357,2016-03-24T16:05:50.033257,2016-10-01T00:03:59.346515,True,372
December,2015-12-31,IDR,1.0,151988580838.0,971244115779.0,5406068194208.0,6377312309987.0,736351249370.0,399791323953.0,0.0,1136142573323.0,21638000000.0,5241169736664.0,54804545455.0,18329781454.0,22243148764.0,20370915463.0,0.0,-2691599520697.0,-2691599520697.0,1.241,395.73,0.22,0.0043,0.0052,0.37,0.41,-206.87,82.48,31.03,56.41,358,2016-03-24T16:05:50.220757,2016-10-01T00:03:59.51839,True,373
December,2016-06-30,IDR,1.0,14414000000.0,460934000000.0,1608865000000.0,2069799000000.0,1610335000000.0,951708000000.0,0.0,2562043000000.0,5040000000.0,-492244000000.0,1453086000000.0,-90543000000.0,-199820000000.0,-86060000000.0,0.0,-95000000.0,-95000000.0,-113.3318,-497.2,-5.2,-0.0554,0.2331,-0.06,-0.14,-32.92,40.11,-15.87,2.51,359,2016-03-24T16:05:50.392632,2016-10-01T00:03:59.627765,True,375
December,2016-06-30,IDR,1.0,18258810722.0,86022772253.0,335985625171.0,422008397424.0,37522100664.0,31774445271.0,0.0,69296545935.0,2350000000.0,352711851489.0,146476776620.0,48626005985.0,25814913974.0,20793813528.0,0.0,-5733729275.0,-5733729275.0,4.0785,151.69,0.2,0.0657,0.0786,0.14,0.18,-34.04,-162.12,-6.81,-78.75,361,2016-03-24T16:05:50.712945,2016-10-01T00:03:59.86214,True,377
December,2016-06-30,USD,13795.0,8578328.0,78305871.0,35414693.0,113720564.0,71579533.0,4671668.0,0.0,76251201.0,2523350000.0,37469363.0,137363590.0,5145015.0,-4725835.0,-6010495.0,0.0,-175844.0,-175844.0,7.6482,198.3,2.04,-0.0529,-0.1604,-0.04,-0.03,-10.83,-176.41,1.1,-7.97,362,2016-03-24T16:05:50.869195,2016-10-01T00:03:59.95589,True,378
December,2016-06-30,IDR,1.0,26709583000.0,739555186000.0,838569494000.0,1578124680000.0,695969060000.0,310224962000.0,0.0,1006194022000.0,1486666666.0,571930658000.0,747102998000.0,131218214000.0,36023052000.0,-3963566000.0,0.0,16358389000.0,16358389000.0,34.4418,445.08,1.76,-0.0033,-0.0092,-0.01,0.05,4.51,22.68,12.75,8.42,363,2016-03-24T16:05:51.04107,2016-10-01T00:04:00.065265,True,379
December,2016-06-30,IDR,1.0,178809923761.0,832115373851.0,2605705832024.0,3437821205875.0,664989450112.0,154760174756.0,0.0,819749624868.0,22198871804.0,2618071581007.0,405112530686.0,107686200396.0,-13601218927.0,-10704255020.0,0.0,-209864218699.0,-209864218699.0,-1.8398,135.0,0.31,-0.0042,-0.0055,-0.03,-0.03,-202.98,225.49,-0.66,-163.32,364,2016-03-24T16:05:51.19732,2016-10-01T00:04:00.159015,True,380
December,2016-03-31,IDR,1.0,938280000000.0,118494685000000.0,1985717000000.0,120480402000000.0,104069055000000.0,0.0,0.0,104069055000000.0,11472648486.0,16411347000000.0,9221005000000.0,4418917000000.0,2000887000000.0,1500835000000.0,0.0,-6859781000000.0,-6859781000000.0,159.2835,1.0,6.34,0.0125,0.0915,0.16,0.22,16.54,18.36,3.67,2.71,365,2016-03-24T16:05:51.369195,2016-10-01T00:04:00.252765,True,381
December,2016-06-30,IDR,1.0,67231000000.0,5945141000000.0,169203000000.0,6114344000000.0,4961294000000.0,0.0,0.0,4961294000000.0,4311330000.0,1153050000000.0,368502000000.0,148840000000.0,17322000000.0,13251000000.0,0.0,-12812000000.0,-12812000000.0,7.1939,300.38,4.3,0.0029,0.0153,0.04,0.05,11.75,59.25,23.35,25.76,366,2016-03-24T16:05:51.54107,2016-10-01T00:04:00.33089,True,382
December,2016-06-30,IDR,1.0,234884746646.0,1425111205968.0,516282378615.0,1941393584583.0,788438241146.0,86432697239.0,0.0,874870938385.0,2496257846.0,1066522646198.0,2745297098432.0,247864808330.0,166524812582.0,150468901759.0,0.0,-3566418599.0,-3566418599.0,32.4438,433.09,0.82,0.1033,0.1881,0.05,0.06,-40.49,-210.04,91.15,22.09,367,2016-03-24T16:05:51.72857,2016-10-01T00:04:00.42464,True,383
December,2016-06-30,IDR,1.0,3883374897.0,27506135590.0,706653950.0,28212789540.0,2464409360.0,611511443.0,0.0,3075920803.0,198600000.0,25136868737.0,11825000000.0,4897927835.0,1849220635.0,1849578451.0,0.0,70760833.0,-1817488332.0,18.6262,126.57,0.12,0.1311,0.1472,0.16,0.16,100.0,100.0,100.0,100.0,533,2016-10-01T00:04:00.48714,2016-10-01T00:04:00.48714,True,948
December,2016-06-30,IDR,1.0,2093609750.0,105073465574.0,20325029554.0,125398495128.0,202429961116.0,0.0,0.0,202429961116.0,273200000.0,-77031465988.0,14405534046.0,-20954690781.0,-20954690781.0,-34641442144.0,0.0,1954894188.0,1954894188.0,-86.0433,-320.2,-2.63,-0.3683,0.5996,-2.4,-1.45,-9.47,-41.23,8.92,18.75,368,2016-03-24T16:05:51.900445,2016-10-01T00:04:00.95589,True,384
December,2016-06-30,USD,14657.0,4371644.0,67849771.0,140467924.0,208317695.0,112092397.0,63613101.0,0.0,175705497.0,1765927777.0,32612198.0,124905737.0,16116430.0,3040455.0,-4581343.0,0.0,-679520.0,-679520.0,-41.6609,120.71,5.39,-0.0293,-0.1873,-0.04,0.02,-47.75,22.57,-17.39,-8.03,369,2016-03-24T16:05:52.056695,2016-10-01T00:04:01.04964,True,385
December,2016-06-30,IDR,1.0,57448414321.0,114496997231.0,707283986233.0,821780983464.0,70430965731.0,128446045026.0,0.0,198877010757.0,1745000000.0,622903972707.0,198310955652.0,105194982960.0,3884302133.0,-8701338894.0,0.0,-2477719000.0,-2477719000.0,315.3139,2.0,0.32,-0.0141,-0.0186,-0.04,0.02,5.55,104.79,79.19,25.03,370,2016-03-24T16:05:52.22857,2016-10-01T00:04:01.14339,True,386
December,2016-06-30,IDR,1.0,21008023577.0,393115598576.0,84972889958.0,478088488534.0,32195802532.0,0.0,0.0,32195802532.0,2826811631.0,445892686002.0,10297895655.0,-4669960018.0,-4669960018.0,643204371.0,0.0,1736079264.0,1736079264.0,-0.28,159.7,0.07,0.0018,0.0019,0.06,-0.45,-22.8,650.4,-1.27,-38.4,371,2016-03-24T16:05:52.400445,2016-10-01T00:04:01.23714,True,387
December,2016-06-30,IDR,1.0,43699498000.0,349593935000.0,4158301619000.0,4507895554000.0,685202627000.0,2201078850000.0,0.0,2886281477000.0,7119540356.0,1621614077000.0,829168508000.0,266416313000.0,266416313000.0,-60061252000.0,0.0,-65538097000.0,-65538097000.0,-13.7118,317.35,1.78,-0.0178,-0.0494,-0.07,0.32,7.41,11.76,-265.04,16.9,372,2016-03-24T16:05:52.556695,2016-10-01T00:04:01.377765,True,389
December,2016-06-30,IDR,1.0,135081907000.0,768405632000.0,808037201000.0,1576442833000.0,594744509000.0,592568644000.0,0.0,1187313153000.0,1200000000.0,389129680000.0,1554162273000.0,294574266000.0,98469866000.0,43105913000.0,0.0,-41071826000.0,-41071826000.0,51.2892,516.98,3.05,0.0365,0.1477,0.03,0.06,7.36,2.77,8.39,2.91,373,2016-03-24T16:05:52.744195,2016-10-01T00:04:01.48714,True,390
December,2016-06-30,IDR,1.0,8638578213.0,1360589340662.0,32901439034.0,1393490779696.0,452725259225.0,0.0,0.0,452725259225.0,720000000.0,940765520471.0,115487956489.0,-64232400890.0,-64232400890.0,-59042798216.0,0.0,-483283743.0,-483283743.0,397.4893,1.0,0.48,-0.0565,-0.0837,-0.51,-0.56,47.49,92.57,29.53,47.54,374,2016-03-24T16:05:52.931695,2016-10-01T00:04:01.596515,True,391
December,2016-06-30,USD,14657.0,61383185.0,258839974.0,130694330.0,389534305.0,70591922.0,105604161.0,0.0,176196083.0,6478295611.0,213338222.0,316259585.0,42214511.0,16677195.0,6825241.0,0.0,-5951794.0,-5951794.0,32.561,446.71,0.83,0.0234,0.0427,0.02,0.05,15.94,63.37,19.62,29.67,375,2016-03-24T16:05:53.119195,2016-10-01T00:04:01.70589,True,392
December,2016-06-30,IDR,1.0,10478222237.0,93355864035.0,298136828522.0,391492692557.0,115656162517.0,97191807544.0,0.0,212847970062.0,715000000.0,178644722496.0,249715641723.0,49587777653.0,9119315462.0,6599011544.0,0.0,-39460278670.0,-39460278670.0,22.4517,268.46,1.19,0.0225,0.0493,0.03,0.04,23.95,17.98,19.81,29.09,376,2016-03-24T16:05:53.280328,2016-10-01T00:04:01.79964,True,393
December,2016-06-30,IDR,1.0,10005049114.0,334256897752.0,3276709778.0,337533607530.0,134747306934.0,0.0,0.0,134747306934.0,708354264.0,202786300595.0,17983604698.0,10442981802.0,22325043832.0,20107628568.0,0.0,-461193078.0,-461193078.0,42.586,303.76,0.66,0.0794,0.1322,1.12,1.24,15.11,21.75,32.56,71.05,377,2016-03-24T16:05:53.461968,2016-10-01T00:04:01.89339,True,394
December,2016-03-31,USD,13795.0,1135502538.0,1722530837.0,4772491424.0,6495022261.0,667320181.0,2804898026.0,0.0,3472218207.0,24241508196.0,3022804054.0,3068790845.0,963110617.0,565490761.0,401199880.0,0.0,-141726458.0,-141726458.0,220.4838,1.0,1.15,0.0618,0.1327,0.13,0.18,3.33,-8.7,7.3,9.61,378,2016-03-24T16:05:53.677789,2016-10-01T00:04:01.971515,True,395
December,2016-06-30,IDR,1.0,10570486376.0,13915552244.0,49174875768.0,63090428012.0,3425926230.0,2818548561.0,0.0,6244474790.0,488000000.0,56845953222.0,14361560833.0,6975417518.0,241286402.0,321557456.0,0.0,-1597519552.0,-1597519552.0,0.7305,116.71,0.11,0.0068,0.0075,0.02,0.02,19.61,17.85,-0.68,-8.84,379,2016-03-24T16:05:53.880914,2016-10-01T00:04:02.04964,True,396
December,2016-06-30,IDR,1.0,4566840594.0,414217517252.0,154891965777.0,569109483029.0,249292395311.0,76123992800.0,0.0,325416388110.0,568375000.0,243693094919.0,527045664611.0,65387447285.0,15944753033.0,12935187147.0,0.0,-7365001986.0,-7365001986.0,32.9787,450.5,1.34,0.0303,0.0708,0.02,0.03,0.36,5.97,5.99,-131.08,380,2016-03-24T16:05:54.052789,2016-10-01T00:04:02.14339,True,397
December,2016-06-30,IDR,1.0,309941964897.0,613108865472.0,2517068245592.0,3130177111064.0,519711023026.0,821928326687.0,0.0,1341639349713.0,1599999998.0,1788537761351.0,1131489537123.0,540165258569.0,420445805719.0,290860571657.0,0.0,-211998873259.0,-211998873259.0,65.6126,1.0,0.75,0.0929,0.1626,0.26,0.37,-59.53,-132.01,6.1,7.44,381,2016-03-24T16:05:54.224664,2016-10-01T00:04:02.221515,True,398
December,2016-06-30,IDR,1.0,2241727000.0,95376472000.0,106359085000.0,201735556000.0,89867536000.0,318145000.0,0.0,90185681000.0,600000000.0,111549875000.0,19910279000.0,-23473451000.0,-31000142000.0,-35184713000.0,0.0,0.0,0.0,-16.643,130.87,0.81,-0.2325,-0.4206,-1.77,-1.56,-3256.15,-411.26,-29.26,-6.39,382,2016-03-24T16:05:54.412164,2016-10-01T00:04:02.29964,True,399
December,2016-06-30,IDR,1.0,3074387414.0,145184669008.0,181113647882.0,326298316890.0,12105922504.0,4129228049.0,0.0,125188453253.0,1184200000.0,201109863637.0,18359206886.0,17970503352.0,-34485985149.0,-34743352681.0,0.0,-199821470.0,-199821470.0,1.5355,191.97,0.62,-0.142,-0.2303,-1.89,-1.88,29.23,2047.44,7.8,13.87,383,2016-03-24T16:05:54.584039,2016-10-01T00:04:02.377765,True,400
December,2016-06-30,IDR,1.0,802942721000.0,1248002024000.0,3423087961000.0,4671089985000.0,746556660000.0,1517963942000.0,0.0,2264520602000.0,3550000000.0,2406569383000.0,1644546338000.0,1041904201000.0,272322139000.0,272243310000.0,0.0,-115677859000.0,-115677859000.0,129.6339,570.55,0.94,0.0583,0.1131,0.17,0.17,1.35,37.95,-10.85,-9.97,384,2016-03-24T16:05:54.755914,2016-10-01T00:04:02.440265,True,401
December,2016-06-30,IDR,1.0,1372501000000.0,171262198000000.0,11858342000000.0,183120540000000.0,152314331000000.0,0.0,0.0,152314331000000.0,24087645998.0,30806209000000.0,16914828000000.0,7201296000000.0,2425496000000.0,1406891000000.0,0.0,-70197000000.0,-70197000000.0,91.2646,1.0,4.94,0.0077,0.0457,0.08,0.14,4.02,10.14,9.2,6.3,385,2016-03-24T16:05:54.959039,2016-10-01T00:04:02.54964,True,402
December,2016-06-30,IDR,1.0,17483956000.0,7019301248000.0,114933727000.0,7134234975000.0,841347824000.0,0.0,0.0,841347924000.0,9872717000.0,1155490602000.0,711205543000.0,77926610000.0,77926610000.0,53578381000.0,0.0,-10945642000.0,-10945642000.0,1.9843,118.13,0.73,0.0075,0.0464,0.08,0.11,-74.16,-198.72,13.64,-354.64,386,2016-03-24T16:05:55.177789,2016-10-01T00:04:02.659015,True,403
December,2016-06-30,IDR,1.0,4780553000000.0,24807303000000.0,504117000000.0,25311420000000.0,5146715000000.0,0.0,0.0,5146715000000.0,4068323920.0,20151301000000.0,3897364000000.0,424343000000.0,953603000000.0,460703000000.0,0.0,-796754000000.0,-796754000000.0,204.6976,4.0,0.26,0.0243,0.0305,0.12,0.24,-19.04,1.51,5.63,-2.1,387,2016-03-24T16:05:55.349664,2016-10-01T00:04:02.76839,True,404
